#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
         751     -0.9992    0.263312   0.0313268
         752          -1    0.261632   0.0313302
         753          -1    0.259956   0.0313333
         754     -0.3924    0.259091   0.0313037
         755     -0.2632    0.258399   0.0312699
         756     -0.3772    0.257559   0.0312398
         757      -0.358    0.256746   0.0312092
         758     -0.9852    0.255107    0.031211
         759     -0.9992    0.253455   0.0312136
         760     -0.9976    0.251808   0.0312159
         761     -0.9996    0.250164   0.0312181
         762     -0.6332    0.249005   0.0311987
         763     -0.9916    0.247379   0.0312001
         764          -1    0.245746    0.031202
         765     -0.9996    0.244118   0.0312036
         766          -1    0.242494   0.0312051
         767     -0.9996    0.240875   0.0312064
         768          -1    0.239259   0.0312076
         769          -1    0.237647   0.0312086
         770     -0.9864    0.236058   0.0312085
         771          -1    0.234454   0.0312092
         772     -0.9812     0.23288   0.0312085
         773     -0.9984    0.231287   0.0312087
         774     -0.9964    0.229701   0.0312087
         775     -0.9996    0.228115   0.0312087
         776     -0.9964    0.226537   0.0312084
         777      -0.976    0.224989   0.0312065
         778          -1    0.223414   0.0312061
         779     -0.9984    0.221846   0.0312055
         780     -0.9944    0.220287   0.0312044
         781     -0.9736    0.218758   0.0312019
         782     -0.9988    0.217201   0.0312008
         783     -0.8428    0.215847   0.0311903
         784      -0.296    0.215194   0.0311573
         785      0.2428     0.21523   0.0311177
         786       0.116    0.215103   0.0310783
         787     -0.5728    0.214102    0.031055
         788     -0.9992    0.212562   0.0310537
         789     -0.9996    0.211026   0.0310523
         790     -0.9988    0.209495   0.0310508
         791     -0.9988    0.207967    0.031049
         792          -1    0.206442   0.0310473
         793          -1    0.204921   0.0310454
         794     -0.9952    0.203409   0.0310431
         795     -0.9948    0.201902   0.0310406
         796     -0.9996    0.200392   0.0310383
         797          -1    0.198886   0.0310358
         798     -0.9688    0.197423   0.0310314
         799          -1    0.195924   0.0310287
         800     -0.9996     0.19443   0.0310259
         801          -1    0.192939    0.031023
         802     -0.9604    0.191501   0.0310176
         803      -0.996    0.190022   0.0310142
         804     -0.9984    0.188544   0.0310109
         805     -0.9992    0.187068   0.0310074
         806      -0.968    0.185635   0.0310021
         807          -1    0.184166   0.0309984
         808     -0.9988    0.182702   0.0309946
         809     -0.9992    0.181241   0.0309907
         810          -1    0.179783   0.0309868
         811     -0.9988    0.178329   0.0309826
         812      -0.878    0.177029   0.0309718
         813     -0.3636    0.176364   0.0309408
         814      -0.098    0.176027   0.0309046
         815      0.4884     0.17641   0.0308691
         816      0.9856    0.177401   0.0308472
         817           1    0.178408   0.0308258
         818           1    0.179413   0.0308045
         819      0.9896    0.180402   0.0307828
         820      0.9816    0.181379   0.0307607
         821      0.9736    0.182344   0.0307384
         822           1    0.183339   0.0307171
         823      0.7912    0.184077   0.0306887
         824      0.3284    0.184252   0.0306519
         825      0.1068    0.184159   0.0306149
         826      0.3188    0.184322   0.0305783
         827      0.1104    0.184232   0.0305414
         828     -0.0816    0.183911   0.0305062
         829      0.4804    0.184269   0.0304715
         830      0.3152    0.184427   0.0304352
         831     -0.5408    0.183554   0.0304111
         832          -1    0.182131   0.0304078
         833     -0.9984    0.180714   0.0304043
         834          -1    0.179298   0.0304008
         835          -1    0.177886   0.0303972
         836          -1    0.176477   0.0303935
         837     -0.9992    0.175072   0.0303896
         838     -0.9992    0.173671   0.0303856
         839     -0.9996    0.172273   0.0303816
         840     -0.9996    0.170878   0.0303774
         841      -0.992    0.169495   0.0303727
         842          -1    0.168106   0.0303684
         843     -0.8952    0.166845   0.0303586
         844     -0.9884    0.165476   0.0303534
         845      -0.998    0.164099   0.0303487
         846     -0.9992    0.162724    0.030344
         847     -0.9988    0.161353   0.0303391
         848     -0.9992    0.159984   0.0303342
         849     -0.9992    0.158619   0.0303292
         850     -0.9952    0.157261   0.0303239
         851          -1    0.155901   0.0303187
         852      -0.996    0.154549   0.0303133
         853     -0.7144    0.153531   0.0302948
         854      -0.386    0.152899    0.030266
         855     -0.9536    0.151605   0.0302582
         856          -1    0.150259   0.0302528
         857     -0.9976     0.14892   0.0302471
         858          -1    0.147581   0.0302415
         859     -0.9992    0.146246   0.0302357
         860     -0.9996    0.144913   0.0302299
         861          -1    0.143584    0.030224
         862          -1    0.142257   0.0302181
         863          -1    0.140933    0.030212
         864     -0.9996    0.139613   0.0302059
         865     -0.9988    0.138297   0.0301996
         866      -0.988    0.136997   0.0301927
         867     -0.7096     0.13602   0.0301737
         868     -0.9948    0.134718    0.030167
         869     -0.9976    0.133414   0.0301605
         870     -0.9976    0.132114   0.0301538
         871     -0.9996    0.130815   0.0301472
         872     -0.9996    0.129519   0.0301404
         873     -0.9996    0.128225   0.0301337
         874     -0.9988    0.126936   0.0301268
         875     -0.9884    0.125661   0.0301193
         876     -0.9176     0.12447   0.0301084
         877     -0.9976    0.123191   0.0301013
         878     -0.9524    0.121966   0.0300919
         879     -0.9552     0.12074   0.0300826
         880      -0.448    0.120094   0.0300554
         881          -1    0.118823   0.0300481
         882          -1    0.117554   0.0300408
         883     -0.9792    0.116312   0.0300325
         884     -0.9984    0.115051    0.030025
         885     -0.9732    0.113821   0.0300162
         886          -1    0.112564   0.0300086
         887          -1     0.11131    0.030001
         888     -0.9992    0.110059   0.0299933
         889      -0.968    0.108847    0.029984
         890          -1    0.107601   0.0299762
         891     -0.9956    0.106363   0.0299681
         892     -0.9972    0.105126   0.0299601
         893     -0.8964    0.104004   0.0299475
         894     -0.8844    0.102898   0.0299344
         895          -1    0.101666   0.0299263
         896     -0.4884    0.101008   0.0299002
         897      0.1656     0.10108   0.0298669
         898      0.8348    0.101897   0.0298448
         899      0.7848    0.102656   0.0298213
         900      0.5896    0.103197   0.0297931
         901           1    0.104193   0.0297766
         902      0.8608    0.105031   0.0297554
         903      0.0488    0.104969   0.0297225
         904     -0.5056    0.104294   0.0296973
         905     -0.9916    0.103083   0.0296892
         906     -0.9948    0.101871   0.0296811
         907     -0.9932    0.100664    0.029673
         908     -0.9972   0.0994546   0.0296649
         909      -0.846   0.0984145   0.0296505
         910     -0.9956   0.0972123   0.0296423
         911      -0.996   0.0960123    0.029634
         912     -0.9976   0.0948132   0.0296258
         913     -0.9844   0.0936311   0.0296169
         914     -0.9992   0.0924354   0.0296086
         915      -0.996   0.0912459   0.0296002
         916     -0.9916   0.0900638   0.0295914
         917          -1    0.088875    0.029583
         918          -1   0.0876889   0.0295746
         919     -0.9956   0.0865101   0.0295659
